date,rho,psi,omega,rho_norm,psi_norm,omega_norm,stress,pi
2011-01-01,0.052643549821144164,0.0,0.0077145612343296754,0.45772898391841843,0.0,0.8168526879340726,0.0,0.0
2011-02-01,0.03556836708636979,0.0,0.011483253588516762,0.30926243730513525,0.0,1.2158989053411213,0.0,0.0
2011-03-01,0.08327689887114098,0.0,0.011352885525071077,0.7240820657738802,0.0,1.2020949442587359,0.0,0.0
2011-04-01,0.05647526651249368,0.0,0.012160898035547207,0.49104527420950767,0.0,1.2876509689007691,0.0,0.0
2011-05-01,0.03206747271250876,2.2,0.005545286506469349,0.27882260507502427,0.23514322359982914,0.587160053642068,0.038496119138033295,0.003208009928169441
2011-06-01,0.026987498189892323,0.0,0.00367647058823517,0.234652871376049,0.0,0.38928135909357453,0.0,0.003208009928169441
2011-07-01,0.024203910129527273,1.1,0.0009225092250922939,0.21044992649776528,0.11757161179991457,0.09767945541832175,0.002416876617618675,0.0034094163129709974
2011-08-01,0.04963237074853,0.0,0.0,0.43154716407559135,0.0,0.0,0.0,0.0034094163129709974
2011-09-01,0.05522253755104867,0.0,0.006463527239150446,0.4801529548922208,0.0,0.6843875417490155,0.0,0.0034094163129709974
2011-10-01,0.029603688616671064,0.0,0.0,0.25740031507722494,0.0,0.0,0.0,0.0034094163129709974
2011-11-01,0.02244792432601672,0.0,0.004587155963302836,0.19518185281453465,0.0,0.485708851713109,0.0,0.0034094163129709974
2011-12-01,0.03852810036607268,0.0,0.0,0.33499694250835005,0.0,0.0,0.0,0.0034094163129709974
2012-01-01,0.010990238345209624,0.0,0.005479452054794498,0.09555872747687566,0.0,0.5801892036901666,0.0,0.0034094163129709974
2012-02-01,0.00215647716476286,1.2,0.0027247956403271267,0.018750295237000076,0.12825994014536132,0.28851370483232075,0.0006938499972885908,0.00346723714607838
2012-03-01,0.02228562105625198,7.4,0.01086956521739113,0.19377064648425382,0.7909362975630616,1.1509188007984146,0.17639008899142516,0.018166411228697145
2012-04-01,0.014810872732028746,4.8,0.0026881720430107503,0.12877865853669332,0.5130397605814453,0.2846358324555262,0.01880548303126003,0.01973353481463548
2012-05-01,0.004765501613678502,0.0,0.0,0.04143543167019726,0.0,0.0,0.0,0.01973353481463548
2012-06-01,0.007089290433102802,0.0,0.006255585344057235,0.061640480508466274,0.0,0.6623697119876638,0.0,0.01973353481463548
