date,rho,psi,omega,rho_norm,psi_norm,omega_norm,stress,pi
2019-02-01,0.001972923328117382,5.0,0.003977724741447863,0.007241688625287099,0.47312641937925815,0.20240925297586912,0.0006935015068736801,5.779179223947334e-05
2019-03-01,0.02193101575230849,1.4,0.0015974440894569453,0.08049861089433856,0.13247539742619227,0.0812870386551698,0.0008668519278612602,0.00013002945289457835
2019-04-01,0.005647465284698727,7.0,0.0007999999999999119,0.02072923186170228,0.6623769871309614,0.04070854895850261,0.0005589514241862052,0.00017660873824342876
2019-05-01,0.019310436990511937,0.7,0.004003202562049557,0.07087967885551481,0.06623769871309614,0.20370570936001925,0.0009563793227035485,0.00025630701513539115
2019-06-01,0.003933136676499416,0.0,0.0031897926634767426,0.014436724796134962,0.0,0.16231478851078712,0.0,0.00025630701513539115
2019-07-01,0.004309500489716012,4.4,0.003974562798092163,0.015818182203170165,0.4163512490537472,0.20224835531849467,0.0013319914716848574,0.0003673063044424626
2019-08-01,0.0018854430791237498,0.0,0.0,0.006920589110143255,0.0,0.0,0.0,0.0003673063044424626
2019-09-01,0.008111615833874097,0.7,0.0015961691939345712,0.029773988314547337,0.06623769871309614,0.08122216472168287,0.00016018314234613336,0.0003806548996379737
2019-10-01,0.013968458319922772,0.0,0.0023980815347721673,0.051271746999264685,0.0,0.12202802445595574,0.0,0.0003806548996379737
2019-11-01,0.016712364538451485,0.0,0.004784688995215225,0.061343357065599555,0.0,0.24347218276618635,0.0,0.0003806548996379737
2019-12-01,0.001926287402080451,0.0,0.0015873015873015817,0.007070509720208391,0.0,0.08077093047322806,0.0,0.0003806548996379737
2020-01-01,0.005831837990258992,0.0,0.0015898251192369983,0.021405978750768283,0.0,0.08089934212740464,0.0,0.0003806548996379737
2020-02-01,0.0003867723844517279,8.3,0.0031746031746032743,0.0014196624557792261,0.7853898561695686,0.16154186094646178,0.00018011731592410313,0.0003956646759649823
2020-03-01,0.129518654552484,2.2,0.007165605095541316,0.47540304991487675,0.2081756245268736,0.3646267323114644,0.03608613298325172,0.0034028424245692926
2020-04-01,0.12206677030128066,11.0,0.012028869286287103,0.44805063096893144,1.040878122634368,0.6120972678203759,0.2854614153741543,0.02719129370574882
2020-05-01,0.2996627318718381,0.0,0.02110389610389618,1.0999232285876426,0.0,1.0738862347008808,0.0,0.02719129370574882
2020-06-01,0.08609056701699735,1.3,0.0066334991708127955,0.31599863564207087,0.12301286903860713,0.33755015720156106,0.0131212155447954,0.028284728334481767
2020-07-01,0.03757242697568852,2.6,0.019769357495881268,0.1379109938924527,0.24602573807721426,1.0059773218741397,0.03413246252475578,0.03112910021154475
2020-08-01,0.013471502590673534,1.3,0.0056542810985460434,0.0494476524688353,0.12301286903860713,0.2877219736566536,0.0017501257578849422,0.03127494402470183
2020-09-01,0.0030674846625766694,5.0,0.0,0.01125931680802877,0.47312641937925815,0.0,0.0,0.03127494402470183
2020-10-01,0.00430399818779037,2.0,0.013654618473895708,0.015797985798829486,0.18925056775170326,0.6948246308178985,0.002077371243440216,0.031448058294988514
2020-11-01,0.004962219465433737,0.7,0.010301109350237647,0.018214011536525215,0.06623769871309614,0.5241790178888555,0.0006323979821463332,0.03150075812683404
2020-12-01,0.022157996146435543,4.3,0.008627450980392082,0.08133175089267876,0.406888720666162,0.4390137632780138,0.0145282702066195,0.032711447310719
2021-01-01,0.032987747408105506,5.5,0.009331259720062324,0.12108275662545598,0.520439061317184,0.47482755394837783,0.029921826300705532,0.03520493283577779
2021-02-01,0.03177329325890943,9.1,0.015408320493066174,0.11662505739668864,0.8610900832702498,0.7840629614504405,0.07873927230546511,0.041766538861233216
2021-03-01,0.1454545454545455,11.4,0.015174506828528056,0.5338963315516221,1.0787282361847086,0.7721651926879182,0.44471236435450534,0.07882590255744198
2021-04-01,0.0199864498644986,28.1,0.01644245142002987,0.07336100931084896,2.658970476911431,0.8366854232877003,0.16320783954376444,0.09242655585275569
2021-05-01,0.03491958058547229,23.6,0.01544117647058818,0.12817362232059612,2.2331566994700984,0.7857348604123583,0.22490229036012777,0.11116841338276634
2021-06-01,0.0075709158841748,29.8,0.00868935553946426,0.027789328992196955,2.8198334595003787,0.44216381924519454,0.03464852271718777,0.11405579027586532
2021-07-01,0.029722098380145612,20.2,0.010179468772433475,0.109096070126836,1.9114307342922028,0.5179892536177527,0.10801608224263073,0.12305713046275121
2021-08-01,0.004748047174146119,28.3,0.008342926988729182,0.017427884157135774,2.677895533686601,0.42453556472241505,0.019813097367962815,0.12470822191008145
2021-09-01,0.002591463414634121,36.5,0.013073323372706058,0.009512063071660852,3.4538228614685846,0.6652450307102495,0.02185528228550409,0.12652949543387346
2021-10-01,0.037597432370472195,38.0,0.02122479077824213,0.13800277712619272,3.595760787282362,1.0800380431626744,0.5359418504559745,0.17119131630520468
2021-11-01,0.006039181028133722,32.2,0.024448561969509175,0.022167039100915133,3.046934140802423,1.2440818523760735,0.08402716467986102,0.17819358002852642
2021-12-01,0.007759882869692536,23.1,0.008185547952948014,0.02848293935711893,2.1858440575321727,0.4165272244934896,0.025932678322467605,0.1803546365553987
2022-01-01,0.032807043431213545,21.6,0.02090121225711994,0.12041947594173506,2.0439061317183955,1.0635725280763944,0.26177296399232514,0.2021690502214258
2022-02-01,0.015668158872273574,21.6,0.021229172992563994,0.05751056124051465,2.0439061317183955,1.0802610351455098,0.1269805675451851,0.21275076418352457
2022-03-01,0.00851516764236293,32.7,0.04944550935327352,0.03125524027178191,3.0942467827403486,2.516068672857569,0.24333259091334816,0.23302848009297025
2022-04-01,0.01607100023986563,21.8,0.018777616357926075,0.05898920549795278,2.0628311884935657,0.9555118935383715,0.11627124775473799,0.2427177507391984
2022-05-01,0.02615675165250242,20.2,0.02061489668883576,0.09600933204897283,1.9114307342922028,1.0490031639150452,0.19250801289854289,0.25876008514741033
2022-06-01,0.0028604673712790962,14.5,0.0048988915170909975,0.010499452122837018,1.3720666161998487,0.24928345645739242,0.003591164447700692,0.2590593488513854
2022-07-01,0.0018370800096689788,8.7,0.0015672063527204516,0.006743070660762465,0.8232399697199091,0.07974837067225479,0.00044269638693755797,0.2590962402169635
2022-08-01,0.014235390628769995,0.0,0.022226242020376485,0.052251531989969374,0.0,1.1309975768126546,0.0,0.2590962402169635
2022-09-01,0.004662670092301924,1.9,0.0026855250201414105,0.017114504395418784,0.17978803936411808,0.13665478345215293,0.00042048447150729176,0.25913128058958906
2022-10-01,0.007743785850860441,0.0,0.009197259372288547,0.02842385464940824,0.0,0.4680088543011206,0.0,0.25913128058958906
2022-11-01,0.034057489801726515,2.9,0.008394835062629058,0.1250092859606151,0.2744133232399697,0.42717694268203366,0.014653969085182336,0.26035244468002094
2022-12-01,0.006040070713023038,1.9,0.014296152556178443,0.0221703047224683,0.17978803936411808,0.7274695328143456,0.002899661271359842,0.26059408311930093
