Case,Combination_id,Event_date,Preloaded_cutoff,Ductile_lead_cutoff_days,Onset_fraction,Nearest_observation_date,Pi_at_event,Pi_final,Pct_of_max,First_crossing_date,Lead_days,Label,Baseline_label,Retains_baseline_label
Terra-Luna,58,2022-05-09,0.8,400,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,59,2022-05-09,0.8,400,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,60,2022-05-09,0.8,400,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,61,2022-05-09,0.85,200,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,62,2022-05-09,0.85,200,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,63,2022-05-09,0.85,200,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,64,2022-05-09,0.85,200,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,65,2022-05-09,0.85,250,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,66,2022-05-09,0.85,250,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,67,2022-05-09,0.85,250,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,68,2022-05-09,0.85,250,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,69,2022-05-09,0.85,300,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,70,2022-05-09,0.85,300,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,71,2022-05-09,0.85,300,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,72,2022-05-09,0.85,300,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,73,2022-05-09,0.85,350,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,74,2022-05-09,0.85,350,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,75,2022-05-09,0.85,350,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,76,2022-05-09,0.85,350,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,77,2022-05-09,0.85,400,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,78,2022-05-09,0.85,400,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,79,2022-05-09,0.85,400,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,80,2022-05-09,0.85,400,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,81,2022-05-09,0.9,200,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,82,2022-05-09,0.9,200,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,83,2022-05-09,0.9,200,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,84,2022-05-09,0.9,200,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,85,2022-05-09,0.9,250,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,86,2022-05-09,0.9,250,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,87,2022-05-09,0.9,250,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,88,2022-05-09,0.9,250,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,89,2022-05-09,0.9,300,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,90,2022-05-09,0.9,300,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,91,2022-05-09,0.9,300,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,92,2022-05-09,0.9,300,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,93,2022-05-09,0.9,350,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,94,2022-05-09,0.9,350,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,95,2022-05-09,0.9,350,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,96,2022-05-09,0.9,350,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Terra-Luna,97,2022-05-09,0.9,400,0.05,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-08,243,Pre-loaded,Pre-loaded,Yes
Terra-Luna,98,2022-05-09,0.9,400,0.1,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-09-21,230,Pre-loaded,Pre-loaded,Yes
Terra-Luna,99,2022-05-09,0.9,400,0.15,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-10-05,216,Pre-loaded,Pre-loaded,Yes
Terra-Luna,100,2022-05-09,0.9,400,0.2,2022-05-09,0.072352753,0.0775641972,93.2811214662,2021-11-04,186,Pre-loaded,Pre-loaded,Yes
Fukushima,1,2011-03-11,0.7,200,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Ductile,Brittle,No
Fukushima,2,2011-03-11,0.7,200,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Ductile,Brittle,No
Fukushima,3,2011-03-11,0.7,200,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Ductile,Brittle,No
Fukushima,4,2011-03-11,0.7,200,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,5,2011-03-11,0.7,250,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,6,2011-03-11,0.7,250,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,7,2011-03-11,0.7,250,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,8,2011-03-11,0.7,250,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,9,2011-03-11,0.7,300,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,10,2011-03-11,0.7,300,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,11,2011-03-11,0.7,300,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,12,2011-03-11,0.7,300,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,13,2011-03-11,0.7,350,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,14,2011-03-11,0.7,350,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,15,2011-03-11,0.7,350,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,16,2011-03-11,0.7,350,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,17,2011-03-11,0.7,400,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,18,2011-03-11,0.7,400,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,19,2011-03-11,0.7,400,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,20,2011-03-11,0.7,400,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,21,2011-03-11,0.75,200,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Ductile,Brittle,No
Fukushima,22,2011-03-11,0.75,200,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Ductile,Brittle,No
Fukushima,23,2011-03-11,0.75,200,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Ductile,Brittle,No
Fukushima,24,2011-03-11,0.75,200,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,25,2011-03-11,0.75,250,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,26,2011-03-11,0.75,250,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,27,2011-03-11,0.75,250,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,28,2011-03-11,0.75,250,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,29,2011-03-11,0.75,300,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,30,2011-03-11,0.75,300,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,31,2011-03-11,0.75,300,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,32,2011-03-11,0.75,300,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,33,2011-03-11,0.75,350,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,34,2011-03-11,0.75,350,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,35,2011-03-11,0.75,350,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,36,2011-03-11,0.75,350,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,37,2011-03-11,0.75,400,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,38,2011-03-11,0.75,400,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,39,2011-03-11,0.75,400,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,40,2011-03-11,0.75,400,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,41,2011-03-11,0.8,200,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Ductile,Brittle,No
Fukushima,42,2011-03-11,0.8,200,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Ductile,Brittle,No
Fukushima,43,2011-03-11,0.8,200,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Ductile,Brittle,No
Fukushima,44,2011-03-11,0.8,200,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,45,2011-03-11,0.8,250,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,46,2011-03-11,0.8,250,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,47,2011-03-11,0.8,250,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,48,2011-03-11,0.8,250,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,49,2011-03-11,0.8,300,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,50,2011-03-11,0.8,300,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,51,2011-03-11,0.8,300,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,52,2011-03-11,0.8,300,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,53,2011-03-11,0.8,350,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,54,2011-03-11,0.8,350,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,55,2011-03-11,0.8,350,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,56,2011-03-11,0.8,350,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,57,2011-03-11,0.8,400,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,58,2011-03-11,0.8,400,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,59,2011-03-11,0.8,400,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,60,2011-03-11,0.8,400,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,61,2011-03-11,0.85,200,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Ductile,Brittle,No
Fukushima,62,2011-03-11,0.85,200,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Ductile,Brittle,No
Fukushima,63,2011-03-11,0.85,200,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Ductile,Brittle,No
Fukushima,64,2011-03-11,0.85,200,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,65,2011-03-11,0.85,250,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,66,2011-03-11,0.85,250,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,67,2011-03-11,0.85,250,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,68,2011-03-11,0.85,250,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,69,2011-03-11,0.85,300,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,70,2011-03-11,0.85,300,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,71,2011-03-11,0.85,300,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,72,2011-03-11,0.85,300,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,73,2011-03-11,0.85,350,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,74,2011-03-11,0.85,350,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,75,2011-03-11,0.85,350,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,76,2011-03-11,0.85,350,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,77,2011-03-11,0.85,400,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,78,2011-03-11,0.85,400,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,79,2011-03-11,0.85,400,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,80,2011-03-11,0.85,400,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,81,2011-03-11,0.9,200,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Ductile,Brittle,No
Fukushima,82,2011-03-11,0.9,200,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Ductile,Brittle,No
Fukushima,83,2011-03-11,0.9,200,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Ductile,Brittle,No
Fukushima,84,2011-03-11,0.9,200,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,85,2011-03-11,0.9,250,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,86,2011-03-11,0.9,250,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,87,2011-03-11,0.9,250,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,88,2011-03-11,0.9,250,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,89,2011-03-11,0.9,300,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,90,2011-03-11,0.9,300,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,91,2011-03-11,0.9,300,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,92,2011-03-11,0.9,300,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,93,2011-03-11,0.9,350,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,94,2011-03-11,0.9,350,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,95,2011-03-11,0.9,350,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,96,2011-03-11,0.9,350,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
Fukushima,97,2011-03-11,0.9,400,0.05,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-08,246,Brittle,Brittle,Yes
Fukushima,98,2011-03-11,0.9,400,0.1,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-07-28,226,Brittle,Brittle,Yes
Fukushima,99,2011-03-11,0.9,400,0.15,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-13,210,Brittle,Brittle,Yes
Fukushima,100,2011-03-11,0.9,400,0.2,2011-03-11,0.0644823818,0.140636697,45.8503244279,2010-08-31,192,Brittle,Brittle,Yes
COVID-19,1,2020-03-23,0.7,200,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,2,2020-03-23,0.7,200,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,3,2020-03-23,0.7,200,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,4,2020-03-23,0.7,200,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,5,2020-03-23,0.7,250,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,6,2020-03-23,0.7,250,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,7,2020-03-23,0.7,250,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,8,2020-03-23,0.7,250,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,9,2020-03-23,0.7,300,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,10,2020-03-23,0.7,300,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,11,2020-03-23,0.7,300,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,12,2020-03-23,0.7,300,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,13,2020-03-23,0.7,350,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,14,2020-03-23,0.7,350,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,15,2020-03-23,0.7,350,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,16,2020-03-23,0.7,350,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,17,2020-03-23,0.7,400,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,18,2020-03-23,0.7,400,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,19,2020-03-23,0.7,400,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,20,2020-03-23,0.7,400,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,21,2020-03-23,0.75,200,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,22,2020-03-23,0.75,200,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,23,2020-03-23,0.75,200,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,24,2020-03-23,0.75,200,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,25,2020-03-23,0.75,250,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,26,2020-03-23,0.75,250,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,27,2020-03-23,0.75,250,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,28,2020-03-23,0.75,250,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,29,2020-03-23,0.75,300,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,30,2020-03-23,0.75,300,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,31,2020-03-23,0.75,300,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,32,2020-03-23,0.75,300,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,33,2020-03-23,0.75,350,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,34,2020-03-23,0.75,350,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,35,2020-03-23,0.75,350,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,36,2020-03-23,0.75,350,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,37,2020-03-23,0.75,400,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
