Case,Combination_id,Event_date,Preloaded_cutoff,Ductile_lead_cutoff_days,Onset_fraction,Nearest_observation_date,Pi_at_event,Pi_final,Pct_of_max,First_crossing_date,Lead_days,Label,Baseline_label,Retains_baseline_label
COVID-19,38,2020-03-23,0.75,400,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,39,2020-03-23,0.75,400,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,40,2020-03-23,0.75,400,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,41,2020-03-23,0.8,200,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,42,2020-03-23,0.8,200,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,43,2020-03-23,0.8,200,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,44,2020-03-23,0.8,200,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,45,2020-03-23,0.8,250,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,46,2020-03-23,0.8,250,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,47,2020-03-23,0.8,250,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,48,2020-03-23,0.8,250,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,49,2020-03-23,0.8,300,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,50,2020-03-23,0.8,300,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,51,2020-03-23,0.8,300,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,52,2020-03-23,0.8,300,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,53,2020-03-23,0.8,350,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,54,2020-03-23,0.8,350,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,55,2020-03-23,0.8,350,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,56,2020-03-23,0.8,350,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,57,2020-03-23,0.8,400,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,58,2020-03-23,0.8,400,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,59,2020-03-23,0.8,400,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,60,2020-03-23,0.8,400,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,61,2020-03-23,0.85,200,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,62,2020-03-23,0.85,200,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,63,2020-03-23,0.85,200,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,64,2020-03-23,0.85,200,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,65,2020-03-23,0.85,250,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,66,2020-03-23,0.85,250,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,67,2020-03-23,0.85,250,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,68,2020-03-23,0.85,250,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,69,2020-03-23,0.85,300,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,70,2020-03-23,0.85,300,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,71,2020-03-23,0.85,300,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,72,2020-03-23,0.85,300,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,73,2020-03-23,0.85,350,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,74,2020-03-23,0.85,350,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,75,2020-03-23,0.85,350,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,76,2020-03-23,0.85,350,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,77,2020-03-23,0.85,400,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,78,2020-03-23,0.85,400,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,79,2020-03-23,0.85,400,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,80,2020-03-23,0.85,400,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,81,2020-03-23,0.9,200,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,82,2020-03-23,0.9,200,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,83,2020-03-23,0.9,200,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,84,2020-03-23,0.9,200,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,85,2020-03-23,0.9,250,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,86,2020-03-23,0.9,250,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,87,2020-03-23,0.9,250,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,88,2020-03-23,0.9,250,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,89,2020-03-23,0.9,300,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,90,2020-03-23,0.9,300,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,91,2020-03-23,0.9,300,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,92,2020-03-23,0.9,300,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,93,2020-03-23,0.9,350,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,94,2020-03-23,0.9,350,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,95,2020-03-23,0.9,350,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,96,2020-03-23,0.9,350,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
COVID-19,97,2020-03-23,0.9,400,0.05,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-19,4,Brittle,Brittle,Yes
COVID-19,98,2020-03-23,0.9,400,0.1,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-23,0,Brittle,Brittle,Yes
COVID-19,99,2020-03-23,0.9,400,0.15,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-25,-2,Brittle,Brittle,Yes
COVID-19,100,2020-03-23,0.9,400,0.2,2020-03-23,2.351855931,22.9154186667,10.2632029777,2020-03-27,-4,Brittle,Brittle,Yes
Supply Chain,1,2021-10-01,0.7,200,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,2,2021-10-01,0.7,200,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,3,2021-10-01,0.7,200,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Ductile,Ductile,Yes
Supply Chain,4,2021-10-01,0.7,200,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Ductile,Ductile,Yes
Supply Chain,5,2021-10-01,0.7,250,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,6,2021-10-01,0.7,250,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,7,2021-10-01,0.7,250,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,8,2021-10-01,0.7,250,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,9,2021-10-01,0.7,300,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,10,2021-10-01,0.7,300,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,11,2021-10-01,0.7,300,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,12,2021-10-01,0.7,300,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,13,2021-10-01,0.7,350,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,14,2021-10-01,0.7,350,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,15,2021-10-01,0.7,350,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,16,2021-10-01,0.7,350,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,17,2021-10-01,0.7,400,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,18,2021-10-01,0.7,400,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,19,2021-10-01,0.7,400,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,20,2021-10-01,0.7,400,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,21,2021-10-01,0.75,200,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,22,2021-10-01,0.75,200,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,23,2021-10-01,0.75,200,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Ductile,Ductile,Yes
Supply Chain,24,2021-10-01,0.75,200,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Ductile,Ductile,Yes
Supply Chain,25,2021-10-01,0.75,250,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,26,2021-10-01,0.75,250,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,27,2021-10-01,0.75,250,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,28,2021-10-01,0.75,250,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,29,2021-10-01,0.75,300,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,30,2021-10-01,0.75,300,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,31,2021-10-01,0.75,300,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,32,2021-10-01,0.75,300,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,33,2021-10-01,0.75,350,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,34,2021-10-01,0.75,350,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,35,2021-10-01,0.75,350,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,36,2021-10-01,0.75,350,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,37,2021-10-01,0.75,400,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,38,2021-10-01,0.75,400,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,39,2021-10-01,0.75,400,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,40,2021-10-01,0.75,400,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,41,2021-10-01,0.8,200,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,42,2021-10-01,0.8,200,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,43,2021-10-01,0.8,200,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Ductile,Ductile,Yes
Supply Chain,44,2021-10-01,0.8,200,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Ductile,Ductile,Yes
Supply Chain,45,2021-10-01,0.8,250,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,46,2021-10-01,0.8,250,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,47,2021-10-01,0.8,250,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,48,2021-10-01,0.8,250,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,49,2021-10-01,0.8,300,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,50,2021-10-01,0.8,300,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,51,2021-10-01,0.8,300,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,52,2021-10-01,0.8,300,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,53,2021-10-01,0.8,350,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,54,2021-10-01,0.8,350,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,55,2021-10-01,0.8,350,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,56,2021-10-01,0.8,350,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,57,2021-10-01,0.8,400,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,58,2021-10-01,0.8,400,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,59,2021-10-01,0.8,400,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,60,2021-10-01,0.8,400,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,61,2021-10-01,0.85,200,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,62,2021-10-01,0.85,200,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,63,2021-10-01,0.85,200,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Ductile,Ductile,Yes
Supply Chain,64,2021-10-01,0.85,200,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Ductile,Ductile,Yes
Supply Chain,65,2021-10-01,0.85,250,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,66,2021-10-01,0.85,250,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,67,2021-10-01,0.85,250,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,68,2021-10-01,0.85,250,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,69,2021-10-01,0.85,300,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,70,2021-10-01,0.85,300,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,71,2021-10-01,0.85,300,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,72,2021-10-01,0.85,300,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,73,2021-10-01,0.85,350,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,74,2021-10-01,0.85,350,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,75,2021-10-01,0.85,350,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,76,2021-10-01,0.85,350,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,77,2021-10-01,0.85,400,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,78,2021-10-01,0.85,400,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,79,2021-10-01,0.85,400,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,80,2021-10-01,0.85,400,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,81,2021-10-01,0.9,200,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,82,2021-10-01,0.9,200,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,83,2021-10-01,0.9,200,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Ductile,Ductile,Yes
Supply Chain,84,2021-10-01,0.9,200,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Ductile,Ductile,Yes
Supply Chain,85,2021-10-01,0.9,250,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,86,2021-10-01,0.9,250,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,87,2021-10-01,0.9,250,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,88,2021-10-01,0.9,250,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,89,2021-10-01,0.9,300,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,90,2021-10-01,0.9,300,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,91,2021-10-01,0.9,300,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,92,2021-10-01,0.9,300,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,93,2021-10-01,0.9,350,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,94,2021-10-01,0.9,350,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,95,2021-10-01,0.9,350,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,96,2021-10-01,0.9,350,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
Supply Chain,97,2021-10-01,0.9,400,0.05,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,98,2021-10-01,0.9,400,0.1,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2020-04-01,548,Ductile,Ductile,Yes
Supply Chain,99,2021-10-01,0.9,400,0.15,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-02-01,242,Brittle,Ductile,No
Supply Chain,100,2021-10-01,0.9,400,0.2,2021-10-01,0.1711913163,0.2605940831,65.6927103855,2021-03-01,214,Brittle,Ductile,No
